source,name,year,rank,round,date_of_birth,age,current_team,league,scouting_report,team_fit,likely_to_play,position,city,team,analysis
NHL.com,Matthew Boldy,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,196) has an excellent release,an accurate shot and can manufacture scoring chances for himself and linemates by playing an honest,NA,
NHL.com,Spencer Knight,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,and he is very confident with the perfect mental makeup to excel at the position. Al Jensen of NHL Central Scouting said Knight reminds him of a young Carey Price. Knight (6-3,193) was 32-4-1 with a 2.36 goals-against average,NA,
NHL.com,Cam York,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,172) led USA Hockey National Team Development Program Under-18 team defensemen with 65 points (14 goals,51 assists) and 132 shots on goal in 63 games. He's elusive with the puck,NA,
NHL.com,Cole Caufield,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,163),who will attend the University of Wisconsin in the fall,NA,
NHL.com,Alex Newhook,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,Newhook (5-10,192) was Victoria's captain and led the British Columbia Hockey League with 102 points (38 goals,NA,
NHL.com,Peyton Krebs,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,183) had surgery June 7 to repair a partial tear to his Achilles tendon sustained during an on-ice workout,and it's likely he'll be off the ice summer during his recovery. He had 10 points (six goals,NA,
NHL.com,Thomas Harley,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,193) is a two-way defenseman who skates well and has good intelligence and a quality shot. A native of Syracuse,New York,NA,
NHL.com,Lassi Thomson,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,186) was the highest-scoring rookie defenseman in the Western Hockey League with 41 points (17 goals,NA,NA,
NHL.com,Ville Heinola,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,Heinola (6-0,178) had 14 points (two goals,NA,
NHL.com,Samuel Poulin,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,212) moved up five spots in NHL Central Scouting's final list of North American skaters from the midterms in January after he had 39 points (14 goals,25 assists) in his final 30 regular-season games. Poulin,NA,
NHL.com,Tobias Bjornfot,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,193),a left-hand shot,NA,
NHL.com,Simon Holmstrom,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,193),a left-hand shot,NA,
NHL.com,Phillip Tomasino,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,183) is a dynamic skater capable of creating time and space while generating good scoring opportunities. The right-hand shot had 72 points (34 goals,NA,NA,
NHL.com,Connor McMichael,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,182) is a mature player with great deception in his game and good hockey IQ. He has a shoot-first mentality and is an all-around performer capable of playing anywhere in the lineup. McMichael had 72 points (36 goals,36 assists) in 67 games in his first full season for London after he was acquired from Hamilton for forward Robert Thomas,NA,
NHL.com,Jakob Pelletier,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,165) was seventh in the Quebec Major Junior Hockey League with 89 points (39 goals,NA,NA,
NHL.com,Nolan Foote,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,defenseman Callan Foote,was selected by the Lightning with the No. 14 pick in the 2017 NHL Draft. Nolan (6-3,NA,
NHL.com,Ryan Suzuki,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,180) led Barrie with 75 points (25 goals,50 assists),NA,
NHL.com,Brayden Tracey,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,170) made one of the biggest jumps in Central Scouting's final ranking of North American skaters,to No. 21 from No. 73 on the midterm list. He was named the Western Hockey League Eastern Conference Rookie of the Year after he led first-year WHL players with 81 points (36 goals,NA,
NHL.com,John Beecher,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,212) was a bit overlooked because of the top talent ahead of him on the USA Hockey National Team Development Program Under-18 team,but his superior speed,NA,
NHL.com,Ryan Johnson,2019,NA,NA,NA,NA,NA,NA,NA NA,NA,NA,the left-hand shot is an elite and elusive skater with a fluid stride with and without the puck. He has good vision and plays a containment-type style with good touch on his passes. Johnson (6-0,170),NA,NA
NHL.com,Alexis Lafreniere,2020,NA,NA,NA,NA,NA,NA,"Lafreniere (6-foot-1, 193 pounds) led the Quebec Major Junior Hockey League with 112 points (35 goals, 77 assists) in 52 games in 2019-20. He won the Jean Beliveau Trophy as the leading scorer in the QMJHL, the Paul Dumont Trophy as QMJHL personality of the year, the Michel Briere Trophy as MVP of the QMJHL, the Canadian Hockey League Top Draft Prospect of the Year Award and the CHL Player of the Year. He had 30 multipoint games and 11 games with at least four points, including a career-high seven points (one goal, six assists) against Quebec on Feb. 16. He scored 42 points (12 goals, 30 assists) in 20 games after returning from the 2020 IIHF World Junior Championship in the Czech Republic, where he was named tournament MVP after scoring 10 points (four goals, six assists) in five games to help Canada win the championship. Lafreniere, who turns 19 on Oct. 11, is the third player from the QMJHL chosen No. 1 in the draft in the past eight years. Colorado Avalanche center Nathan MacKinnon (2013 NHL Draft; Halifax) and New Jersey Devils center Nico Hischier (2017 NHL Draft; Halifax) are the others. Pittsburgh Penguins forward Sidney Crosby was the last Rimouski player chosen No. 1 (2005).RELATED: [Lafreniere says being No. 1 pick an 'unreal feeling' | Fantasy projection for Lafreniere] NHL.com analysis: The Rangers select the most talented player available in the draft. After dominating players his own age, Lafreniere has the size (6-foot-1, 193 pounds) skill and hockey IQ to make an impact next season as a top-nine forward in New York. He's also got some sandpaper to his game and won't be intimidated by the physicality of the NHL. He's a potential 50-point player next season. Lafreniere is the first Quebec-born player to be taken with the No. 1 pick since goalie Marc-Andre Fleury by the Penguins in the 2003 NHL Draft.  ",NA,NA,NA,NA,New York Rangers,"The Rangers select the most talented player available in the draft. After dominating players his own age, Lafreniere has the size (6-foot-1, 193 pounds) skill and hockey IQ to make an impact next season as a top-nine forward in New York. He's also got some sandpaper to his game and won't be intimidated by the physicality of the NHL. He's a potential 50-point player next season. Lafreniere is the first Quebec-born player to be taken with the No. 1 pick since goalie Marc-Andre Fleury by the Penguins in the 2003 NHL Draft."
NHL.com,Quinton Byfield,2020,NA,NA,NA,NA,NA,OHL,"Byfield, who scored 82 points (32 goals, 50 assists) in 45 games for Sudbury this season, is the highest-selected Black player in NHL history, ahead of Evander Kane (2009 NHL Draft, Atlanta Thrashers) and Seth Jones (2013, Nashville Predators), each chosen with the No. 4 pick. The 18-year-old was tied for 14th in the Ontario Hockey League in points but was tied for fifth in points per game (1.82) and won 51.9 percent of his face-offs (304-for-586).RELATED: [Byfield goes to Kings as highest-selected Black player ever in NHL Draft] NHL.com analysis:Byfieldis reminiscent of Joe Thornton at the same age: Great size but a bit thin (6-4, 215), top-end playmaking ability and outstanding skating. As Thornton got older and spent time working with NHL strength and conditioning coaches, he got stronger and became dominant, and it's easy to see Byfield doing the same with the Kings.  ",NA,NA,C,Sudbury,Los Angeles Kings,"Byfieldis reminiscent of Joe Thornton at the same age: Great size but a bit thin (6-4, 215), top-end playmaking ability and outstanding skating. As Thornton got older and spent time working with NHL strength and conditioning coaches, he got stronger and became dominant, and it's easy to see Byfield doing the same with the Kings."
NHL.com,Tim Stutzle,2020,NA,NA,NA,NA,NA,GER,"The left-hand shot can play all situations with speed, great vision and some swagger. Stuetzle (6-1, 187) scored 34 points (seven goals, 27 assists) and had 132 shots on goal in 41 games this season for Mannheim of Deutsche Eishockey Liga, the top professional league in Germany. His averages of 0.66 assists per game and 0.83 points per game are the best by an under-18 player in the history of the DEL. The 18-year-old also had five assists and averaged 18:43 of ice time in five games for Germany at the 2020 WJC.RELATED: [Trebek announces Senators' draft pick] NHL.com analysis:Stuetzle, who is versatile enough to play center or on the wing, has a skill set that some scouts compare to Patrick Kane. He also has the experience of playing against men in the DEL, where was rookie of the year this season. He should be able to step into a significant role for the Senators in 2020-21. Stuetzle matched Leon Draisaitl (2014 NHL Draft, Edmonton Oilers) as the highest-selected Germany-born player.  ",NA,NA,LW,Mannheim,Ottawa Senators (from San Jose Sharks),"Stuetzle, who is versatile enough to play center or on the wing, has a skill set that some scouts compare to Patrick Kane. He also has the experience of playing against men in the DEL, where was rookie of the year this season. He should be able to step into a significant role for the Senators in 2020-21. Stuetzle matched Leon Draisaitl (2014 NHL Draft, Edmonton Oilers) as the highest-selected Germany-born player."
